ID: 1 x: -400 y: -400
ID: 1 x: -300 y: -400
ID: 1 x: -200 y: -400
ID: 1 x: -100 y: -400
ID: 1 x: 0 y: -400
ID: 1 x: 100 y: -400
ID: 1 x: 200 y: -400
ID: 1 x: 300 y: -400
ID: 1 x: 400 y: -400
ID: 1 x: 500 y: -400
ID: 1 x: 600 y: -400
ID: 1 x: 700 y: -400
ID: 1 x: 800 y: -400
ID: 1 x: 900 y: -400
ID: 1 x: 1000 y: -400
ID: 1 x: 1000 y: -300
ID: 1 x: 1000 y: -200
ID: 1 x: 1000 y: -100
ID: 1 x: 1000 y: 0
ID: 1 x: 1000 y: 100
ID: 1 x: 1000 y: 200
ID: 1 x: 1000 y: 300
ID: 1 x: 1000 y: 400
ID: 1 x: 1000 y: 500
ID: 1 x: 1000 y: 600
ID: 1 x: 1000 y: 700
ID: 1 x: 1000 y: 800
ID: 1 x: 1000 y: 900
ID: 1 x: 1000 y: 1000
ID: 1 x: -400 y: 1000
ID: 1 x: -300 y: 1000
ID: 1 x: -200 y: 1000
ID: 1 x: -100 y: 1000
ID: 1 x: 0 y: 1000
ID: 1 x: 100 y: 1000
ID: 1 x: 200 y: 1000
ID: 1 x: 300 y: 1000
ID: 1 x: 400 y: 1000
ID: 1 x: 500 y: 1000
ID: 1 x: 600 y: 1000
ID: 1 x: 700 y: 1000
ID: 1 x: 800 y: 1000
ID: 1 x: 900 y: 1000
ID: 1 x: -400 y: -300
ID: 1 x: -400 y: -200
ID: 1 x: -400 y: -100
ID: 1 x: -400 y: 0
ID: 1 x: -400 y: 100
ID: 1 x: -400 y: 200
ID: 1 x: -400 y: 300
ID: 1 x: -400 y: 400
ID: 1 x: -400 y: 500
ID: 1 x: -400 y: 600
ID: 1 x: -400 y: 700
ID: 1 x: -400 y: 800
ID: 1 x: -400 y: 900
ID: 1 x: -400 y: 1000
ID: 7 x: -300 y: -300
ID: 7 x: -200 y: -300
ID: 7 x: -100 y: -300
ID: 7 x: 0 y: -300
ID: 7 x: 100 y: -300
ID: 7 x: 200 y: -300
ID: 7 x: 300 y: -300
ID: 7 x: 400 y: -300
ID: 7 x: 500 y: -300
ID: 7 x: 600 y: -300
ID: 7 x: 700 y: -300
ID: 7 x: 800 y: -300
ID: 7 x: 900 y: -300
ID: 7 x: 900 y: -200
ID: 7 x: 900 y: -100
ID: 7 x: 900 y: 0
ID: 7 x: 900 y: 100
ID: 7 x: 900 y: 200
ID: 7 x: 900 y: 300
ID: 7 x: 900 y: 400
ID: 7 x: 900 y: 500
ID: 7 x: 900 y: 600
ID: 7 x: 900 y: 700
ID: 7 x: 900 y: 800
ID: 7 x: 900 y: 900
ID: 7 x: 800 y: 900
ID: 7 x: 700 y: 900
ID: 7 x: 600 y: 900
ID: 7 x: 500 y: 900
ID: 7 x: 400 y: 900
ID: 7 x: 300 y: 900
ID: 7 x: 200 y: 900
ID: 7 x: 100 y: 900
ID: 7 x: 0 y: 900
ID: 7 x: -100 y: 900
ID: 7 x: -200 y: 900
ID: 7 x: -300 y: 900
ID: 7 x: -300 y: 800
ID: 7 x: -300 y: 700
ID: 7 x: -300 y: 600
ID: 7 x: -300 y: 500
ID: 7 x: -300 y: 400
ID: 7 x: -300 y: 300
ID: 7 x: -300 y: 200
ID: 7 x: -300 y: 100
ID: 7 x: -300 y: 0
ID: 7 x: -300 y: -100
ID: 7 x: -300 y: -200
ID: 2 x: -200 y: -200
ID: 2 x: -100 y: -200
ID: 2 x: 0 y: -200
ID: 2 x: 100 y: -200
ID: 2 x: 200 y: -200
ID: 2 x: 300 y: -200
ID: 2 x: 400 y: -200
ID: 2 x: 500 y: -200
ID: 2 x: 600 y: -200
ID: 2 x: 700 y: -200
ID: 2 x: 800 y: -200
ID: 2 x: 800 y: -100
ID: 2 x: 800 y: 0
ID: 2 x: 800 y: 100
ID: 2 x: 800 y: 200
ID: 2 x: 800 y: 300
ID: 2 x: 800 y: 400
ID: 2 x: 800 y: 500
ID: 2 x: 800 y: 600
ID: 2 x: 800 y: 700
ID: 2 x: 800 y: 800
ID: 2 x: 700 y: 800
ID: 2 x: 600 y: 800
ID: 2 x: 500 y: 800
ID: 2 x: 400 y: 800
ID: 2 x: 300 y: 800
ID: 2 x: 200 y: 800
ID: 2 x: 100 y: 800
ID: 2 x: 0 y: 800
ID: 2 x: -100 y: 800
ID: 2 x: -200 y: 800
ID: 2 x: -200 y: 700
ID: 2 x: -200 y: 600
ID: 2 x: -200 y: 500
ID: 2 x: -200 y: 400
ID: 2 x: -200 y: 300
ID: 2 x: -200 y: 200
ID: 2 x: -200 y: 100
ID: 2 x: -200 y: 0
ID: 2 x: -200 y: -100
ID: 3 x: -100 y: -100
ID: 3 x: 0 y: -100
ID: 3 x: 100 y: -100
ID: 3 x: 200 y: -100
ID: 3 x: 300 y: -100
ID: 3 x: 400 y: -100
ID: 3 x: 500 y: -100
ID: 3 x: 600 y: -100
ID: 3 x: 700 y: -100
ID: 3 x: 700 y: 0
ID: 3 x: 700 y: 100
ID: 3 x: 700 y: 200
ID: 3 x: 700 y: 300
ID: 3 x: 700 y: 400
ID: 3 x: 700 y: 500
ID: 3 x: 700 y: 600
ID: 3 x: 700 y: 700
ID: 3 x: 600 y: 700
ID: 3 x: 500 y: 700
ID: 3 x: 400 y: 700
ID: 3 x: 300 y: 700
ID: 3 x: 200 y: 700
ID: 3 x: 100 y: 700
ID: 3 x: 0 y: 700
ID: 3 x: -100 y: 700
ID: 3 x: -100 y: 600
ID: 3 x: -100 y: 500
ID: 3 x: -100 y: 400
ID: 3 x: -100 y: 300
ID: 3 x: -100 y: 400
ID: 3 x: -100 y: 300
ID: 3 x: -100 y: 200
ID: 3 x: -100 y: 100
ID: 3 x: -100 y: 0
ID: 5 x: 0 y: 0
ID: 5 x: 100 y: 0
ID: 5 x: 200 y: 0
ID: 5 x: 300 y: 0
ID: 5 x: 400 y: 0
ID: 5 x: 500 y: 0
ID: 5 x: 600 y: 0
ID: 5 x: 600 y: 100
ID: 5 x: 600 y: 200
ID: 5 x: 600 y: 300
ID: 5 x: 600 y: 400
ID: 5 x: 600 y: 500
ID: 5 x: 600 y: 600
ID: 5 x: 500 y: 600
ID: 5 x: 400 y: 600
ID: 5 x: 300 y: 600
ID: 5 x: 200 y: 600
ID: 5 x: 100 y: 600
ID: 5 x: 0 y: 600
ID: 5 x: 0 y: 500
ID: 5 x: 0 y: 400
ID: 5 x: 0 y: 300
ID: 5 x: 0 y: 200
ID: 5 x: 0 y: 100
ID: 6 x: 100 y: 100
ID: 6 x: 200 y: 100
ID: 6 x: 300 y: 100
ID: 6 x: 400 y: 100
ID: 6 x: 500 y: 100
ID: 6 x: 500 y: 200
ID: 6 x: 500 y: 300
ID: 6 x: 500 y: 400
ID: 6 x: 500 y: 500
ID: 6 x: 400 y: 500
ID: 6 x: 300 y: 500
ID: 6 x: 200 y: 500
ID: 6 x: 100 y: 500
ID: 6 x: 100 y: 400
ID: 6 x: 100 y: 300
ID: 6 x: 100 y: 200
ID: 4 x: 200 y: 200
ID: 4 x: 200 y: 300
ID: 4 x: 200 y: 400
ID: 4 x: 300 y: 400
ID: 4 x: 400 y: 400
ID: 4 x: 400 y: 300
ID: 4 x: 400 y: 200
ID: 4 x: 300 y: 200
ID: 4 x: 300 y: 300
